Occupation,Sex,Age,Residency_in_Dormitory,Number_of_Family_Members,Parent_Cohabitation_Status,Mother_Education,Father_Education,Mother_Job_Category,Father_Job_Category,Criminal_Records,Legal_Guardian,Average_Sport_Activity_Per_Week,Average_Studying_Per_Week,Average_Grades_Previous_Semester,Having_Scholarship,Financial_Support_Parents,Using_Extracurricular_Classes,Having_Extracurricular_Activities,History_Mental_Illness,Willingness_to_Studying,History_Physical_Illness,Marital_Status_Relationship,Relationship_Quality_Family,Free_Time_After_Classes,Communication_Quality_Classmates,Alcohol_Consumption_Week,Alcohol_Consumption_Weekend,Number_of_Absences,Average_Student_Final_Grades,Academic_Performance
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,138.76215070532112,25.8340779542957,19.70359446379856,Yes,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,491.1646858591152,Very Good,Low,3,6,18.45,Very Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,114.5082590866302,16.002755694248645,15.704163016102894,No,Yes,Yes,Yes,Yes,High,No,Relationship,Extremely Poor,372.7832470098552,Average,Moderate,6,3,13.71,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,167.54574869369213,19.660338359109936,13.53834750248062,No,No,Yes,Yes,No,High,No,Relationship,Good,380.3275007578867,Good,Moderate,0,3,14.01,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,116.10323564924408,7.225714703076523,11.66317161928923,Yes,Yes,No,Yes,Yes,Moderate,No,Single,Poor,310.1125986690722,Average,High,4,0,11.2,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,150.77987326073975,32.78293596561682,10.667818510570717,Yes,No,Yes,No,No,Moderate,No,Single,Poor,297.223888149932,Average,High,1,10,10.69,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,204.08377450944263,27.524237149741413,10.555111405791214,No,Yes,No,No,Yes,Moderate,No,Single,Extremely Poor,293.6739236448661,Average,High,9,3,10.55,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,204.3839217472289,16.39451825299736,12.910272496637583,No,Yes,No,Yes,No,High,No,Single,Good,349.16814604330017,Average,Moderate,3,4,12.77,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,117.15189535020596,14.76243314509339,19.90143626345516,No,Yes,Yes,Yes,No,Very High,No,Relationship,Extremely Poor,447.6397098811999,Good,Low,8,3,16.71,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,145.86062389358787,26.236834891357542,8.01024436924884,Yes,Yes,No,No,Yes,Moderate,No,Single,Extremely Poor,254.14296386036168,Poor,High,4,4,8.97,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,255.20331033391705,33.85976360135142,10.366470766772007,No,Yes,Yes,Yes,No,High,No,Single,Average,352.8573006951706,Average,Moderate,1,3,12.91,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,214.74800824137589,25.63008204649083,10.260715788842884,No,Yes,No,No,No,Moderate,No,Single,Extremely Poor,299.6460742699195,Average,High,0,6,10.79,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,325.2545527543979,35.37442133917281,16.605433826387507,No,Yes,No,Yes,No,Very High,No,Relationship,Good,439.576865706383,Good,Low,1,9,16.38,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,262.60897216190693,10.621189367504655,12.229816731176742,No,Yes,No,No,No,Moderate,No,Single,Poor,263.1643769828408,Poor,High,9,9,9.33,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,260.1005147991957,11.444905356009674,13.487129655101848,No,Yes,Yes,Yes,No,High,No,Single,Poor,332.59769027827923,Average,Moderate,0,7,12.1,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,82.84920146809387,8.48847105557321,9.78348956563886,No,Yes,No,No,No,Moderate,No,Single,Average,240.67219557630955,Poor,High,2,8,8.43,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,233.4702246143396,21.53408519719584,12.859964466523373,No,Yes,No,Yes,No,High,No,Relationship,Good,367.1637470596171,Average,Moderate,7,1,13.49,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,176.28252388121626,19.40482839843496,9.238397742870031,No,Yes,Yes,No,No,Moderate,No,Single,Poor,252.91475052451747,Poor,High,6,6,8.92,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,141.43127375232254,16.784391012224113,14.396519454662997,No,No,No,Yes,No,High,No,Single,Extremely Poor,349.85306660237296,Average,Moderate,0,6,12.79,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,191.761073837277,24.474069024986388,9.17526038459427,No,Yes,No,No,No,Moderate,No,Single,Fair,236.15839266630624,Poor,High,9,9,8.25,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,246.16480742280385,27.858628841717312,17.486100574077874,No,Yes,Yes,Yes,Yes,Very High,No,Relationship,Fair,453.378744176389,Good,Low,2,4,16.94,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,215.05821137029483,5.794700725705264,14.799220610485872,No,Yes,Yes,Yes,No,Moderate,No,Single,Fair,327.69551816693195,Average,High,6,7,11.91,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,118.5068339060558,13.224223776791076,16.687614485282204,No,No,No,Yes,No,High,No,Relationship,Fair,411.60105942614086,Good,Moderate,4,1,15.26,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,231.9721239514834,24.56114875298448,13.022196639832206,No,Yes,Yes,Yes,No,High,No,Relationship,Extremely Poor,362.16463825187583,Average,Moderate,5,2,13.29,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,135.36887205468253,14.258090529131344,12.577895518906727,Yes,Yes,No,No,No,Moderate,No,Single,Poor,297.3371883004464,Average,High,4,8,10.69,Bad
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,195.16781832750004,11.614351389134768,9.178506668586364,No,No,No,No,No,Low,Yes,Single,Average,228.15816962661788,Poor,Very High,7,7,7.93,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,158.7654952766006,26.14829942120316,14.286267284513873,No,Yes,Yes,Yes,No,High,No,Single,Extremely Poor,350.0293753809522,Average,Moderate,0,10,12.8,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,164.6793623785062,7.68399944220816,14.174025978285105,No,Yes,Yes,Yes,No,Moderate,No,Single,Poor,325.9002877262885,Average,High,6,5,11.84,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,233.63700825283567,15.58736153767116,13.617224533395264,No,No,No,Yes,No,High,No,Single,Good,354.74203430541496,Average,Moderate,8,2,12.99,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,107.18643961288714,20.62915220643847,16.886220376189392,No,Yes,No,Yes,No,High,No,Relationship,Poor,392.081180599169,Good,Moderate,8,5,14.48,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,316.1636551993853,13.40944068871905,17.990052800388256,No,Yes,No,Yes,No,High,No,Relationship,Poor,408.44673655381337,Good,Moderate,2,8,15.14,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,52.52397514938525,24.2652452481054,17.0094760993821,No,No,No,Yes,No,High,No,Relationship,Poor,417.3836766228845,Good,Moderate,3,4,15.5,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,138.16326217216,13.448984198421048,9.726388913682126,No,No,Yes,No,No,Moderate,No,Single,Extremely Poor,267.56723204827085,Poor,High,3,3,9.5,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,205.91483229592188,29.26895594756736,15.464714111385296,No,Yes,No,Yes,No,High,No,Relationship,Poor,398.8506418548865,Good,Moderate,7,4,14.75,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,220.9019916504717,16.994029620033817,8.9638772682744,Yes,Yes,No,No,No,Moderate,No,Single,Poor,253.0271545965498,Poor,High,6,5,8.92,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,172.96669955998064,23.370161093642828,16.335467449285716,Yes,No,Yes,Yes,No,High,No,Relationship,Good,416.2484153028477,Good,Moderate,7,4,15.45,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,175.98265078989203,23.96819162386253,12.58206915873352,Yes,Yes,Yes,Yes,Yes,High,No,Relationship,Good,368.9049633309294,Average,Moderate,4,2,13.56,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,208.73850597293315,12.979679978047418,9.58998747519544,No,Yes,No,No,No,Moderate,No,Single,Fair,268.3180287840229,Poor,High,2,5,9.53,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,163.82513657796238,1.5721076107528908,18.344610283713536,Yes,Yes,Yes,Yes,No,High,No,Relationship,Very Good,392.8709950354156,Good,Moderate,8,7,14.51,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,277.5226880554434,20.88604603731068,15.368100068467248,Yes,Yes,Yes,Yes,No,High,No,Relationship,Extremely Poor,369.6185186394765,Average,Moderate,8,6,13.58,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,238.75443799621212,18.57830677699896,12.25669961537033,Yes,Yes,No,No,Yes,Moderate,No,Single,Poor,303.94553540089,Average,High,9,5,10.96,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,241.09770457039443,22.446608220601014,8.368726155805994,No,Yes,Yes,No,No,Moderate,No,Single,Fair,260.5014999081985,Poor,High,9,3,9.22,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,112.3690293640708,16.187780220937295,14.447723108043329,Yes,Yes,Yes,Yes,No,High,No,Relationship,Fair,364.5349510490898,Average,Moderate,1,6,13.38,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,174.4428102916008,14.556578409594271,19.07871054183479,No,Yes,No,Yes,No,High,No,Relationship,Extremely Poor,429.012182445682,Good,Moderate,7,4,15.96,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,158.96738358955074,34.0677840878536,15.15655799242839,No,No,No,Yes,No,High,No,Relationship,Very Good,410.44427451776414,Good,Moderate,2,7,15.22,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,109.6079037017374,6.221167507913778,19.65980725543392,No,No,Yes,Yes,Yes,High,No,Relationship,Fair,397.7862715920936,Good,Moderate,8,7,14.71,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,205.2114928762037,23.87160382691391,9.637413419245505,Yes,No,No,No,No,Moderate,No,Single,Fair,289.0732296289717,Poor,High,1,6,10.36,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,142.36479695541283,13.403185134532873,14.819661255138042,Yes,Yes,No,Yes,Yes,High,No,Single,Extremely Poor,347.3856563941185,Average,Moderate,8,3,12.7,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,225.8782680895166,15.313771058076624,17.577500576077153,No,No,No,Yes,No,High,No,Relationship,Average,407.4587357409939,Good,Moderate,1,8,15.1,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,105.08659059739678,15.463177339408274,14.306488773508594,No,Yes,Yes,Yes,No,High,No,Single,Fair,346.0782016230392,Average,Moderate,6,5,12.64,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,300.3328428989275,11.572525806629944,9.092796271849672,No,Yes,No,No,No,Moderate,No,Single,Good,243.8276976515723,Poor,High,6,7,8.55,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,117.25671389855567,22.56979368188992,14.994632018566612,No,No,No,Yes,No,High,No,Single,Fair,351.8061129239697,Average,Moderate,7,7,12.87,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,195.3511636040305,29.125148767599654,15.34085487010966,No,Yes,No,Yes,No,High,No,Relationship,Extremely Poor,423.4277077117399,Good,Moderate,3,1,15.74,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,235.43015172716477,21.760109289973293,16.74451098170423,No,No,Yes,Yes,No,High,No,Relationship,Extremely Poor,396.0258109442999,Good,Moderate,3,7,14.64,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,140.05516988599211,18.82705596969676,17.134538181985686,Yes,No,No,Yes,No,Very High,No,Relationship,Very Good,440.54282062130943,Good,Low,7,1,16.42,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,239.6728050403065,10.108476007206027,17.249272258527284,No,Yes,No,Yes,No,High,No,Relationship,Average,401.6233902604476,Good,Moderate,5,5,14.86,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,93.95714815397086,22.13460212659561,15.961332723667592,No,Yes,No,Yes,No,High,No,Relationship,Average,363.4257455020069,Average,Moderate,5,10,13.34,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,281.64823894277924,35.25079705383439,10.589734237023896,Yes,Yes,No,Yes,No,High,No,Single,Very Good,333.11530337192033,Average,Moderate,9,5,12.12,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,180.99044854760308,14.95444300963926,12.850829070073752,Yes,Yes,No,Yes,No,Moderate,No,Single,Very Good,329.85165604645454,Average,High,4,7,11.99,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,138.25120144217843,14.99213136518507,17.313559671372783,Yes,Yes,Yes,Yes,No,High,No,Relationship,Good,406.237607645378,Good,Moderate,9,5,15.05,Good
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,159.05727593007958,13.51128695215202,19.44112380080976,No,Yes,Yes,Yes,No,Very High,No,Relationship,Good,481.31528400307855,Very Good,Low,2,2,18.05,Very Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,236.6243488574904,14.084686124044635,8.947363578039464,Yes,No,Yes,No,No,Moderate,No,Single,Fair,272.43799189043403,Poor,High,1,4,9.7,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,139.0881295704693,1.0,14.426440133566338,No,Yes,No,Yes,No,Moderate,No,Single,Average,311.2391369896766,Average,High,7,6,11.25,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,127.54496174040555,21.240283086845704,11.750267255891677,Yes,No,No,Yes,Yes,High,No,Single,Good,344.4159164655712,Average,Moderate,0,3,12.58,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,164.49243816913832,11.23558258916309,10.704726731801957,Yes,Yes,Yes,Yes,No,Moderate,No,Single,Fair,315.62926258069393,Average,High,0,2,11.43,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,97.61265210610225,5.117895049665599,14.06972820223658,Yes,No,No,No,No,Moderate,No,Single,Poor,299.40750277583214,Average,High,4,8,10.78,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,307.4380735559271,24.02551959786039,15.27307208667844,No,Yes,Yes,Yes,No,High,No,Relationship,Fair,425.26312712206817,Good,Moderate,4,1,15.81,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,140.35237861496938,9.343857719664513,8.117266777033775,No,Yes,Yes,No,No,Moderate,No,Single,Good,263.0179640398944,Poor,High,1,2,9.32,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,238.21317503262824,15.29064756892994,17.362478866414293,Yes,No,Yes,Yes,No,High,No,Relationship,Fair,400.3126483887742,Good,Moderate,9,5,14.81,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,194.6629058553441,29.73153912950864,17.83858557511337,Yes,Yes,No,Yes,No,Very High,No,Relationship,Poor,444.664701765996,Good,Low,6,5,16.59,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,111.08261646626224,6.726273615803892,19.586129894815198,No,Yes,No,Yes,No,High,No,Relationship,Good,425.8634911159918,Good,Moderate,0,9,15.83,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,179.58317035510893,5.739214123217904,10.16772479869634,Yes,No,No,No,No,Moderate,No,Single,Fair,246.07769226053097,Poor,High,3,7,8.64,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,234.8801945517524,20.154449516498705,15.134630748331375,No,Yes,Yes,Yes,No,High,No,Relationship,Good,390.24720519666033,Good,Moderate,3,6,14.41,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,166.82170654395856,27.195898912082946,13.119504481716737,No,No,Yes,Yes,No,High,No,Relationship,Very Good,376.80929570144434,Average,Moderate,1,5,13.87,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,263.51790620957195,5.405266258144296,12.017934218664209,No,Yes,Yes,Yes,No,Moderate,No,Single,Very Good,328.73299139616665,Average,High,2,3,11.95,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,251.50607749473048,21.261517894697416,14.787601417250055,No,No,No,Yes,No,High,No,Relationship,Fair,397.1584162911278,Good,Moderate,1,3,14.69,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,244.32403982608304,22.647996319693537,17.388597118682604,No,Yes,Yes,Yes,No,High,No,Relationship,Extremely Poor,408.29687808825526,Good,Moderate,5,7,15.13,Good
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,147.8240259408902,1.5267161304614376,8.276633401342522,Yes,No,Yes,No,No,Low,Yes,Single,Good,224.07359741415797,Poor,Very High,1,6,7.76,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,104.41102865529592,24.388010703257763,19.63280135079424,No,No,No,Yes,No,Very High,No,Relationship,Good,459.8264479096733,Good,Low,6,6,17.19,Very Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,137.04886762460438,25.012847038737437,17.71857902846853,No,Yes,No,Yes,No,Very High,No,Relationship,Very Good,451.6927100571992,Good,Low,5,4,16.87,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,193.73686584667044,15.5057154139518,17.01384444374694,Yes,Yes,Yes,Yes,No,High,No,Relationship,Very Good,415.374120602765,Good,Moderate,9,4,15.41,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,218.2050699472649,28.018770898384066,17.124648586166042,Yes,Yes,No,Yes,No,Very High,No,Relationship,Good,438.5330788483781,Good,Low,1,8,16.34,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,27.99000166676868,27.09164459459876,12.668728515423831,No,No,No,Yes,Yes,High,No,Single,Good,345.2680666177496,Average,Moderate,2,5,12.61,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,179.4320758871775,18.82494340573764,17.019446610137763,No,Yes,No,Yes,No,High,No,Relationship,Very Good,408.4561525130521,Good,Moderate,7,6,15.14,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,191.0662457726229,14.388436877400531,12.641242503235492,No,Yes,Yes,Yes,No,Moderate,No,Single,Fair,323.66273340496207,Average,High,0,7,11.75,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,160.5719020579114,10.217376859336344,18.784481954897515,Yes,Yes,No,Yes,No,Very High,No,Relationship,Average,440.2016543546914,Good,Low,8,2,16.41,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,270.3891687311115,17.699491925070472,10.126668599677636,No,No,No,Yes,No,Moderate,No,Single,Fair,316.2770271028448,Average,High,1,1,11.45,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,209.52460519756096,22.55807135763343,11.508169090581818,No,Yes,Yes,Yes,No,High,No,Single,Poor,332.66787281887895,Average,Moderate,7,1,12.11,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,271.7134335656628,15.40658511167487,14.616050512388911,Yes,Yes,Yes,Yes,No,High,No,Single,Extremely Poor,340.3500060345518,Average,Moderate,7,7,12.41,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,164.88276357548375,1.0,11.83053243064727,No,Yes,Yes,No,No,Moderate,No,Single,Fair,249.6929076196241,Poor,High,7,8,8.79,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,245.62342447548477,28.14971115661256,13.09084694354328,No,No,No,Yes,No,High,No,Single,Fair,341.4078583656081,Average,Moderate,3,8,12.46,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,294.4546476169264,19.52178577475915,13.909072272783137,Yes,Yes,Yes,Yes,No,High,No,Relationship,Good,360.6331262018344,Average,Moderate,1,9,13.23,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,271.8185414490863,14.96300402658533,18.276240185762106,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,414.2108509890945,Good,Moderate,1,9,15.37,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,103.55008845998869,24.857267107386303,14.278307043304313,No,Yes,Yes,Yes,Yes,High,No,Relationship,Good,381.5483810171537,Good,Moderate,6,3,14.06,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,162.24267457203334,30.197108771862048,12.349518183374729,Yes,No,No,Yes,No,High,No,Single,Very Good,354.17067532551715,Average,Moderate,0,8,12.97,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,155.83847061851424,1.0,10.972833968421387,Yes,Yes,No,No,No,Moderate,No,Single,Good,249.7335502900395,Poor,High,1,10,8.79,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,214.24781745534293,21.47410919937657,12.904111745506366,No,No,No,Yes,No,High,No,Single,Average,335.86830108789496,Average,Moderate,2,7,12.23,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,228.0447488510173,6.586806313517222,14.188833252972438,No,Yes,Yes,Yes,No,High,No,Single,Extremely Poor,335.7592442361737,Average,Moderate,6,3,12.23,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,121.27751281819846,21.99288405439153,16.953378286438834,Yes,Yes,No,Yes,No,High,No,Relationship,Average,406.6109584353077,Good,Moderate,7,6,15.06,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,184.74869597418564,19.02341761899664,9.452585314068063,No,Yes,No,No,Yes,Moderate,No,Single,Good,296.596904391954,Average,High,3,2,10.66,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,38.60508674907044,23.0858122115244,10.65931025886981,No,No,No,No,No,Moderate,No,Single,Extremely Poor,291.1888411742404,Poor,High,3,4,10.45,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,280.9361504061323,14.00601908404276,12.55584819042408,No,Yes,No,Yes,No,Moderate,No,Single,Fair,313.7688274984132,Average,High,9,4,11.35,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,144.13380315263146,3.0140791054467844,12.324780861434174,No,Yes,No,No,No,Moderate,No,Single,Poor,296.82541282605985,Average,High,0,5,10.67,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,183.9104757891148,14.397054469946656,12.70097705126254,Yes,Yes,Yes,Yes,No,High,No,Single,Average,352.17796990368987,Average,Moderate,0,4,12.89,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,158.3245200208357,21.254781081118264,17.522255175683895,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,417.1089680958594,Good,Moderate,6,5,15.48,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,260.22193025093907,26.123138629401787,11.889852835546078,Yes,No,No,Yes,No,High,No,Single,Good,350.6542991626426,Average,Moderate,8,2,12.83,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,0.0,8.625349596219799,14.022778164831976,Yes,Yes,No,Yes,No,Moderate,No,Single,Extremely Poor,329.6395919817916,Average,High,1,5,11.99,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,178.83727603718637,26.21648341498414,15.486884394294758,Yes,No,No,Yes,No,High,No,Relationship,Very Good,405.1817624058126,Good,Moderate,8,4,15.01,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,172.59268697516114,12.817021682827828,10.78614260220326,Yes,Yes,Yes,No,No,Moderate,No,Single,Fair,295.33334083521305,Average,High,6,3,10.61,Bad
